"class","fieldtypes","rid","type","version","administrativearealevel1","administrativearealevel2","country","formattedaddress","in_drive_from","in_drive_to","in_has_address","latitude","locality","longitude","place_id","postalcode","route","slug","streetnumber"
"Address","in_drive_to=g,latitude=d,longitude=d","#19:994","d","2","Auvergne-Rhône-Alpes","Rhône","FR","51 Rue Commandant Charcot, 69160 Sainte-Foy-lès-Lyon, France","null","[""#95:1278"",""#97:556"",""#94:921""]","null","45.7497047","Sainte-Foy-lès-Lyon","4.7976291","ChIJI5K6y5Pr9EcRjSByWoFKMdE","69160","Rue Commandant Charcot","51-rue-commandant-charcot-69160-sainte-foy-les-lyon-france","51"
"Address","in_drive_from=g,in_has_address=g,latitude=d,longitude=d","#19:995","d","2","Auvergne-Rhône-Alpes","Rhône","FR","3 Avenue Marcel Mérieux, 69290 Saint-Genis-les-Ollières, France","[""#92:154"",""#91:155"",""#93:877"",""#92:520"",""#90:1398""]","null","[""#74:598""]","45.75974439999999","Saint-Genis-les-Ollières","4.7298737","ChIJp_BBIKXt9EcRJzaG1nYCNmw","69290","Avenue Marcel Mérieux","3-avenue-marcel-merieux-69290-saint-genis-les-ollieres-france","3"
"Address","latitude=d,longitude=d,in_drive_to=g","#19:996","d","2","Auvergne-Rhône-Alpes","Rhône","FR","113 Place de la Gare, 69400 Villefranche-sur-Saône, France","null","[""#95:1236""]","null","45.9846341","Villefranche-sur-Saône","4.7209126","ChIJk9D4fzyF9EcR1R_yEXMAZJI","69400","Place de la Gare","113-place-de-la-gare-69400-villefranche-sur-saone-france","113"
"Address","latitude=d,longitude=d,in_drive_to=g","#19:997","d","2","Auvergne-Rhône-Alpes","Rhône","FR","Avenue de la Porte de Lyon, Dardilly, France","null","[""#95:513""]","null","45.8214684","Dardilly","4.7617199","EixBdmVudWUgZGUgbGEgUG9ydGUgZGUgTHlvbiwgRGFyZGlsbHksIEZyYW5jZSIuKiwKFAoSCankvwQjk_RHEfo08Vz850T2EhQKEgm1M1bN0JL0RxEQJbvkKqsIBA","null","Avenue de la Porte de Lyon","avenue-de-la-porte-de-lyon-dardilly-france","null"
"Address","in_drive_from=g,latitude=d,longitude=d,in_has_address=g","#19:998","d","2","Auvergne-Rhône-Alpes","Rhône","FR","3 Allée du Clos Guillot, 69290 Saint-Genis-les-Ollières, France","[""#91:1243"",""#93:886""]","null","[""#76:355""]","45.7581056","Saint-Genis-les-Ollières","4.728367299999999","ChIJhWacObvt9EcRjquI_AX4tKc","69290","Allée du Clos Guillot","3-allee-du-clos-guillot-69290-saint-genis-les-ollieres-france","3"
"Address","in_has_address=g,in_drive_from=g,latitude=d,longitude=d","#19:999","d","1","Auvergne-Rhône-Alpes","Rhône","FR","69360 Ternay, France","[]","null","[]","45.6016077","Ternay","4.807576099999999","ChIJKV3P-v3m9EcRUBe75CqrCAQ","69360","null","69360-ternay-france","null"
"Address","in_drive_from=g,in_has_address=g,latitude=d,longitude=d","#19:1000","d","2","Auvergne-Rhône-Alpes","Rhône","FR","14 Rue Jacquard, 69600 Oullins, France","[""#93:525"",""#93:680""]","null","[""#74:118"",""#75:450""]","45.7095169","Oullins","4.8130755","ChIJu2JnEHPp9EcRTi0lzmrDS7U","69600","Rue Jacquard","14-rue-jacquard-69600-oullins-france","14"
"Address","in_drive_from=g,in_has_address=g,latitude=d,longitude=d","#19:1001","d","2","Auvergne-Rhône-Alpes","Rhône","FR","47 Rue de la Traverse, 69126 Brindas, France","[""#90:887""]","null","[""#76:603""]","45.72122760000001","Brindas","4.6907464","ChIJIdaDIuPx9EcRROZeStUR4oo","69126","Rue de la Traverse","47-rue-de-la-traverse-69126-brindas-france","47"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#19:1002","d","2","Auvergne-Rhône-Alpes","Rhône","FR","24 Rue des Tuileries, 69009 Lyon, France","[""#93:166""]","null","[""#75:852""]","45.77207550000001","Lyon","4.8027273","EigyNCBSdWUgZGVzIFR1aWxlcmllcywgNjkwMDkgTHlvbiwgRnJhbmNlIlASTgo0CjIJrz0vDXHr9EcRS2pDYRBPir4aHgsQ7sHuoQEaFAoSCX-88V0V6_RHEZB85EEuqwgcDBAYKhQKEgk3qjd4cev0RxEpl2TA0nMANA","69009","Rue des Tuileries","24-rue-des-tuileries-69009-lyon-france","24"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#19:1003","d","2","Auvergne-Rhône-Alpes","Haute-Savoie","FR","23 Avenue de Champ Fleuri, 74600 Seynod, France","[""#93:530""]","null","[""#74:605""]","45.88958329999999","Seynod","6.101592699999999","ChIJ5RMF8bOai0cRQJ0_UnmCasQ","74600","Avenue de Champ Fleuri","23-avenue-de-champ-fleuri-74600-seynod-france","23"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#19:1004","d","2","Auvergne-Rhône-Alpes","Rhône","FR","Place de la Flette, 69510 Soucieu-en-Jarrest, France","[""#93:892""]","null","[""#74:121""]","45.6768051","Soucieu-en-Jarrest","4.7009205","EjRQbGFjZSBkZSBsYSBGbGV0dGUsIDY5NTEwIFNvdWNpZXUtZW4tSmFycmVzdCwgRnJhbmNlIi4qLAoUChIJGxLCtMPv9EcRkB19SQqbCz4SFAoSCXe6vMHD7_RHEeLcsq7fvNa_","69510","Place de la Flette","place-de-la-flette-69510-soucieu-en-jarrest-france","null"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#19:1005","d","2","Auvergne-Rhône-Alpes","Rhône","FR","9 Avenue des Alpes, 69510 Messimy, France","[""#93:534""]","null","[""#74:122""]","45.6978279","Messimy","4.6755445","ChIJ3W2IQczx9EcRGyMD7_t70Zw","69510","Avenue des Alpes","9-avenue-des-alpes-69510-messimy-france","9"
"Address","latitude=d,longitude=d","#19:1006","d","1","Wallonie","LG","BE","Rue Haute Rochette 38, 4400 Flémalle, Belgique","null","null","null","50.5760285","Flémalle","5.4508253","ChIJtWLRJDn_wEcRpN3DELticwA","4400","Rue Haute Rochette","rue-haute-rochette-38-4400-flemalle-belgique","38"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#19:1007","d","2","Auvergne-Rhône-Alpes","Rhône","FR","2 Bd Edouard Herriot, 69800 Saint-Priest, France","[""#92:1260""]","null","[""#77:123""]","45.6948098","Saint-Priest","4.9400127","ChIJXedsI4_D9EcRx36dvNStDdk","69800","Bd Edouard Herriot","2-bd-edouard-herriot-69800-saint-priest-france","2"
"Address","in_has_address=g,in_drive_from=g,latitude=d,longitude=d","#19:1008","d","2","Auvergne-Rhône-Alpes","Rhône","FR","22 Rue de la Boatière, 69290 Saint-Genis-les-Ollières, France","[""#92:176"",""#93:1264""]","null","[""#77:950""]","45.7565769","Saint-Genis-les-Ollières","4.7393999","ChIJNVN_WrLt9EcR5I4ZFERKbFU","69290","Rue de la Boatière","22-rue-de-la-boatiere-69290-saint-genis-les-ollieres-france","22"
"Address","latitude=d,longitude=d","#19:1009","d","1","Auvergne-Rhône-Alpes","Rhône","FR","Bellecour - Hôtel Dieu, Lyon, France","null","null","null","45.7555696","Lyon","4.8348122","ChIJebhKJFLq9EcRlHMC_YFplbA","","","bellecour-hotel-dieu-lyon-france",""
"Address","latitude=d,longitude=d,in_drive_to=g","#19:1010","d","2","Auvergne-Rhône-Alpes","Rhône","FR","14 Cours de Verdun Rambaud, 69002 Lyon, France","null","[""#96:1262""]","null","45.74877070000001","Lyon","4.8252556","ChIJ87PzrbTr9EcRUmyW3BJHF5Y","69002","Cours de Verdun Rambaud","14-cours-de-verdun-rambaud-69002-lyon-france","14"
"Address","in_drive_from=g,in_has_address=g,latitude=d,longitude=d","#19:1011","d","2","Auvergne-Rhône-Alpes","Rhône","FR","2 Avenue du Lac, 69230 Saint-Genis-Laval, France","[""#90:553""]","null","[""#76:861""]","45.6853883","Saint-Genis-Laval","4.7948834","ChIJTXQ8qODo9EcRRQWCAd18JW8","69230","Avenue du Lac","2-avenue-du-lac-69230-saint-genis-laval-france","2"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#19:1012","d","2","Auvergne-Rhône-Alpes","Rhône","FR","2 Rue de la Commune de Paris, 69600 Oullins, France","[""#91:1266""]","null","[""#74:862""]","45.7188796","Oullins","4.8057796","ChIJs5hBdWbp9EcRonoJQtooKbE","69600","Rue de la Commune de Paris","2-rue-de-la-commune-de-paris-69600-oullins-france","2"
"Address","in_drive_to=g,latitude=d,longitude=d,in_drive_from=g","#19:1013","d","2","Auvergne-Rhône-Alpes","Rhône","FR","3 Av. Général Brosset, 69160 Tassin-la-Demi-Lune, France","[""#90:1417""]","[""#94:244"",""#94:245"",""#94:568"",""#94:582"",""#94:677"",""#94:904"",""#94:952"",""#94:974"",""#94:1315"",""#94:1364"",""#94:1391"",""#95:180"",""#95:202"",""#95:543"",""#95:594"",""#95:626"",""#95:943"",""#95:1029"",""#95:1056"",""#95:1342"",""#95:1400"",""#96:187"",""#96:223"",""#96:244"",""#96:265"",""#96:277"",""#96:310"",""#96:311"",""#96:340"",""#96:617"",""#96:905"",""#96:964"",""#96:1076"",""#96:1082"",""#96:1271"",""#96:1361"",""#96:1404"",""#96:1439"",""#96:1444"",""#97:333"",""#97:584"",""#97:595"",""#97:600"",""#97:630"",""#97:650"",""#97:658"",""#97:707"",""#97:1002"",""#97:1015"",""#97:1083"",""#97:1283"",""#97:1325"",""#97:1367"",""#97:1420"",""#97:1422""]","null","45.7582336","Tassin-la-Demi-Lune","4.7767152","ChIJJ_F363rs9EcRGpn-r-6VYk8","69160","Av. Général Brosset","3-av-general-brosset-69160-tassin-la-demi-lune-france","3"
"Address","latitude=d,longitude=d,in_has_address=g","#19:1014","d","2","Auvergne-Rhône-Alpes","Rhône","FR","2 Chem. de Clapeloup, 69280 Sainte-Consorce, France","null","null","[""#77:129""]","45.7691588","Sainte-Consorce","4.7006459","ChIJN_iS5n_y9EcRJ9_Exppu2Pc","69280","Chem. de Clapeloup","2-chem-de-clapeloup-69280-sainte-consorce-france","2"
"Address","in_has_address=g,in_drive_from=g,latitude=d,longitude=d","#19:1015","d","2","Auvergne-Rhône-Alpes","Rhône","FR","38 Av. Eisenhower, 69005 Lyon, France","[""#92:183""]","null","[""#77:447""]","45.7545819","Lyon","4.7821766","EiUzOCBBdi4gRWlzZW5ob3dlciwgNjkwMDUgTHlvbiwgRnJhbmNlIlASTgo0CjIJ1Yv1Bnfs9EcRqgYgQEL70dcaHgsQ7sHuoQEaFAoSCcdJ2AOa6_RHEVB85EEuqwgcDBAmKhQKEglH1l5yd-z0RxE9zHc5KGFshQ","69005","Av. Eisenhower","38-av-eisenhower-69005-lyon-france","38"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#19:1016","d","2","Auvergne-Rhône-Alpes","Rhône","FR","1 Rue Jules Ferry, 69160 Tassin-la-Demi-Lune, France","[""#93:184""]","null","[""#74:371""]","45.7632348","Tassin-la-Demi-Lune","4.775657799999999","ChIJe3YDM2Ps9EcRsJS_DnA7Ouk","69160","Rue Jules Ferry","1-rue-jules-ferry-69160-tassin-la-demi-lune-france","1"
"Address","in_has_address=g,in_drive_from=g,latitude=d,longitude=d","#19:1017","d","2","Auvergne-Rhône-Alpes","Rhône","FR","145 Grande Rue, 69600 Oullins, France","[""#91:909""]","null","[""#74:209""]","45.7131988","Oullins","4.805105699999999","ChIJLROIrG7p9EcRLJ3PWumMSk4","69600","Grande Rue","145-grande-rue-69600-oullins-france","145"
"Address","in_has_address=g,in_drive_from=g,latitude=d,longitude=d","#19:1018","d","2","Auvergne-Rhône-Alpes","Rhône","FR","12 Rue Jean Macé, 69190 Saint-Fons, France","[""#90:910"",""#91:910""]","null","[""#75:970""]","45.7060277","Saint-Fons","4.8544075","ChIJiZrEf93p9EcRs4QOmkxnHC0","69190","Rue Jean Macé","12-rue-jean-mace-69190-saint-fons-france","12"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#19:1019","d","2","Auvergne-Rhône-Alpes","Rhône","FR","9 All. du Petit Bois, 69290 Saint-Genis-les-Ollières, France","[""#90:911""]","null","[""#74:373""]","45.75641900000001","Saint-Genis-les-Ollières","4.738023000000001","ChIJjd8ZM7Lt9EcR7SOjaQNmuV4","69290","All. du Petit Bois","9-all-du-petit-bois-69290-saint-genis-les-ollieres-france","9"
"Address","in_drive_from=g,in_has_address=g,latitude=d,longitude=d","#19:1020","d","2","Auvergne-Rhône-Alpes","Rhône","FR","58 Rte du Col-de-la-Luere, 69290 Grézieu-la-Varenne, France","[""#92:552"",""#90:570"",""#93:254"",""#92:308""]","null","[""#74:867"",""#77:696""]","45.748797","Grézieu-la-Varenne","4.6583576","ChIJDYeC9TTy9EcRMoCTXDinikM","69290","Rte du Col-de-la-Luere","58-rte-du-col-de-la-luere-69290-grezieu-la-varenne-france","58"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#19:1021","d","2","Auvergne-Rhône-Alpes","Rhône","FR","19 Grande Rue, 69600 Oullins, France","[""#93:1275""]","null","[""#74:135""]","45.7191853","Oullins","4.8106047","ChIJm9UCMGXp9EcRUm8sie_dFCA","69600","Grande Rue","19-grande-rue-69600-oullins-france","19"
"Address","latitude=d,longitude=d,in_drive_to=g","#19:1022","d","2","Auvergne-Rhône-Alpes","Rhône","FR","71 Rue Paul Teste, 69120 Vaulx-en-Velin, France","null","[""#94:914""]","null","45.7735441","Vaulx-en-Velin","4.913767500000001","ChIJDyLlG1nA9EcRY2OD9jeHJSQ","69120","Rue Paul Teste","71-rue-paul-teste-69120-vaulx-en-velin-france","71"
"Address","latitude=d,longitude=d","#19:1023","d","1","Auvergne-Rhône-Alpes","Rhône","FR","100 Chem. des Roulattes, 69126 Brindas, France","null","null","null","45.7111591","Brindas","4.6979272","ChIJpYtrhCHu9EcREsM9vJPm0CY","69126","Chem. des Roulattes","100-chem-des-roulattes-69126-brindas-france","100"
"Address","latitude=d,longitude=d,in_drive_to=g","#19:1024","d","2","Auvergne-Rhône-Alpes","Rhône","FR","Rue Edouard Nieuport, 69008 Lyon, France","null","[""#94:193""]","null","45.73514669999999","Lyon","4.8763689","ChIJSz1uEHXB9EcRv3WvW9nDBEo","69008","Rue Edouard Nieuport","rue-edouard-nieuport-69008-lyon-france","null"
"Address","latitude=d,longitude=d,in_drive_to=g","#19:1025","d","2","Auvergne-Rhône-Alpes","Rhône","FR","56/70 Rue du Perron, 69600 Oullins, France","null","[""#96:917""]","null","45.710642","Oullins","4.809543000000001","ChIJ04jVhm3p9EcRl3uHZYr61dA","69600","Rue du Perron","5670-rue-du-perron-69600-oullins-france","56/70"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#19:1026","d","2","Auvergne-Rhône-Alpes","Rhône","FR","55 Av. de Verdun, 69630 Chaponost, France","[""#92:919""]","null","[""#75:377""]","45.71980970000001","Chaponost","4.757929900000001","ChIJT0FdqqLu9EcRTGRlIzPE4o0","69630","Av. de Verdun","55-av-de-verdun-69630-chaponost-france","55"
"Address","in_drive_to=g,latitude=d,longitude=d","#19:1027","d","2","Auvergne-Rhône-Alpes","Rhône","FR","Lyon 7e Arrondissement, 69007 Lyon, France","null","[""#95:204""]","null","45.7314753","Lyon","4.8336695","ChIJ-_L7biTq9EcRIBnC5CqrCAU","69007","null","lyon-7e-arrondissement-69007-lyon-france","null"
"Address","in_drive_from=g,in_has_address=g,latitude=d,longitude=d","#19:1028","d","2","Auvergne-Rhône-Alpes","Rhône","FR","2 Rue Jean Bouin, 69320 Feyzin, France","[""#93:1323"",""#93:295""]","null","[""#77:624""]","45.6633486","Feyzin","4.846706","ChIJzyf6JRro9EcRM0ZcAWVtSjo","69320","Rue Jean Bouin","2-rue-jean-bouin-69320-feyzin-france","2"
"Address","in_drive_from=g,in_has_address=g,latitude=d,longitude=d","#19:1029","d","2","Auvergne-Rhône-Alpes","Rhône","FR","48 Rue du Huit Mai 1945, 69510 Thurins, France","[""#92:564"",""#92:1415""]","null","[""#74:140"",""#77:459""]","45.6807317","Thurins","4.6442575","ChIJx4Il8vXw9EcRz7va0pQB3-A","69510","Rue du Huit Mai 1945","48-rue-du-huit-mai-1945-69510-thurins-france","48"
"Address","in_drive_to=g,latitude=d,longitude=d","#19:1030","d","2","Auvergne-Rhône-Alpes","Rhône","FR","37 Chem. Ferrand, 69370 Saint-Didier-au-Mont-d'Or, France","null","[""#97:201"",""#95:566"",""#97:217"",""#95:972"",""#95:1378"",""#94:1444""]","null","45.7982259","Saint-Didier-au-Mont-d'Or","4.8105039","ChIJv-WvBUjr9EcRBViPgUAkR5Y","69370","Chem. Ferrand","37-chem-ferrand-69370-saint-didier-au-mont-dor-france","37"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#19:1031","d","2","Auvergne-Rhône-Alpes","Rhône","FR","1 Rue Eugène Vial, 69600 Oullins, France","[""#90:926""]","null","[""#76:627""]","45.71747190000001","Oullins","4.7977532","ChIJMUyt10Lp9EcRGw8WayLdX2A","69600","Rue Eugène Vial","1-rue-eugene-vial-69600-oullins-france","1"
"Address","in_drive_from=g,in_has_address=g,latitude=d,longitude=d","#19:1032","d","2","Auvergne-Rhône-Alpes","Rhône","FR","Pl. Saint-Just, 69510 Messimy, France","[""#90:1291"",""#93:1362""]","null","[""#74:920""]","45.6993647","Messimy","4.687022000000001","EiVQbC4gU2FpbnQtSnVzdCwgNjk1MTAgTWVzc2lteSwgRnJhbmNlIi4qLAoUChIJtXpphdbx9EcRrjj7KAS5fRsSFAoSCXEIdkLM8fRHEXAhu-QqqwgE","69510","Pl. Saint-Just","pl-saint-just-69510-messimy-france","null"
"Address","in_drive_from=g,in_has_address=g,latitude=d,longitude=d","#19:1033","d","2","Auvergne-Rhône-Alpes","Rhône","FR","2 Imp. des Vignes, 69510 Messimy, France","[""#91:1292""]","null","[]","45.70634429999999","Messimy","4.662347599999999","ChIJfbrQWbrx9EcR9H8-wkzX-Dk","69510","Imp. des Vignes","2-imp-des-vignes-69510-messimy-france","2"
"Address","latitude=d,longitude=d,in_drive_to=g","#19:1034","d","2","Auvergne-Rhône-Alpes","Rhône","FR","17 Rue de Sèze, 69006 Lyon, France","null","[""#97:206""]","null","45.7680993","Lyon","4.8447729","ChIJv_cVy_bq9EcRaXSom9x-Cb4","69006","Rue de Sèze","17-rue-de-seze-69006-lyon-france","17"
"Address","in_has_address=g,in_drive_from=g,latitude=d,longitude=d","#19:1035","d","2","Auvergne-Rhône-Alpes","Rhône","FR","14 Rue du Châtelard, 69510 Messimy, France","[""#93:209"",""#92:573"",""#90:1306""]","null","[""#74:159""]","45.7006649","Messimy","4.6721532","EisxNCBSdWUgZHUgQ2jDonRlbGFyZCwgNjk1MTAgTWVzc2lteSwgRnJhbmNlIlASTgo0CjIJGXJtdMnx9EcRybbBxvniVDMaHgsQ7sHuoQEaFAoSCek0VpBY8PRHETB65EEuqwgcDBAOKhQKEgn1bmJ9yfH0RxEldNfwGw2csw","69510","Rue du Châtelard","14-rue-du-chatelard-69510-messimy-france","14"
"Address","in_drive_to=g,latitude=d,longitude=d","#19:1036","d","2","Auvergne-Rhône-Alpes","Rhône","FR","11 Chem. de la Vernique, 69130 Écully, France","null","[""#97:568"",""#96:216"",""#96:988"",""#97:291"",""#97:681"",""#97:1424"",""#97:345""]","null","45.772161","Écully","4.7843084","ChIJpbmAwIPs9EcRO-HFynHEhp4","69130","Chem. de la Vernique","11-chem-de-la-vernique-69130-ecully-france","11"
"Address","latitude=d,longitude=d,in_drive_to=g","#19:1037","d","2","Auvergne-Rhône-Alpes","Rhône","FR","63 Rue Feuillat, 69003 Lyon, France","null","[""#95:570""]","null","45.7445556","Lyon","4.8748961","ChIJOYQhKdzB9EcRyFjqf4BIX2g","69003","Rue Feuillat","63-rue-feuillat-69003-lyon-france","63"
"Address","in_drive_to=g,latitude=d,longitude=d","#19:1038","d","2","Auvergne-Rhône-Alpes","Loire","FR","39 Bd de la Palle, 42100 Saint-Étienne, France","null","[""#96:571"",""#97:1341""]","null","45.4280185","Saint-Étienne","4.4181296","ChIJQYCEIGmp9UcR219-Tm57r2k","42100","Bd de la Palle","39-bd-de-la-palle-42100-saint-etienne-france","39"
"Address","in_drive_to=g,latitude=d,longitude=d","#19:1039","d","2","Auvergne-Rhône-Alpes","Rhône","FR","20 Rue de la République, 69600 Oullins, France","null","[""#94:573"",""#96:609""]","null","45.717073","Oullins","4.8110229","ChIJ68Q-AnDp9EcRDTdRZSfyys0","69600","Rue de la République","20-rue-de-la-republique-69600-oullins-france","20"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#19:1040","d","2","Auvergne-Rhône-Alpes","Rhône","FR","4 Rue du Verdelet, 69440 Mornant, France","[""#90:1303""]","null","[""#76:388""]","45.61666400000001","Mornant","4.676168","ChIJmYX-0Cr79EcRM6uN6TvhmXc","69440","Rue du Verdelet","4-rue-du-verdelet-69440-mornant-france","4"
"Address","in_drive_from=g,latitude=d,longitude=d,in_has_address=g","#19:1041","d","2","Auvergne-Rhône-Alpes","Rhône","FR","250 Rue Commandant Charcot, 69110 Sainte-Foy-lès-Lyon, France","[""#91:582"",""#93:225"",""#90:677""]","null","[""#76:389""]","45.7439194","Sainte-Foy-lès-Lyon","4.780362899999999","ChIJacqLswvs9EcRDJjo_L1C3FU","69110","Rue Commandant Charcot","250-rue-commandant-charcot-69110-sainte-foy-les-lyon-france","250"
"Address","in_drive_to=g,latitude=d,longitude=d","#19:1042","d","2","Auvergne-Rhône-Alpes","Rhône","FR","1 Av. Emile Evellier, 69290 Grézieu-la-Varenne, France","null","[""#94:941"",""#94:1304""]","null","45.7475787","Grézieu-la-Varenne","4.691745","ChIJFe4ragzy9EcRTJl_lYkx-NE","69290","Av. Emile Evellier","1-av-emile-evellier-69290-grezieu-la-varenne-france","1"
"Address","in_drive_from=g,in_has_address=g,latitude=d,longitude=d","#19:1043","d","2","Auvergne-Rhône-Alpes","Rhône","FR","41 Rue des Aqueducs, 69290 Craponne, France","[""#90:944"",""#90:1318""]","null","[""#74:886""]","45.7482221","Craponne","4.7324077","ChIJc9o2N8jt9EcRLLbCpOKUrMI","69290","Rue des Aqueducs","41-rue-des-aqueducs-69290-craponne-france","41"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#19:1044","d","2","Auvergne-Rhône-Alpes","Rhône","FR","6 Rue Casse Froide, 69530 Brignais, France","[""#90:1309""]","null","[""#75:887""]","45.67376489999999","Brignais","4.7567315","ChIJMeQVwjjv9EcR-W1bzLxnSa8","69530","Rue Casse Froide","6-rue-casse-froide-69530-brignais-france","6"
"Address","latitude=d,longitude=d,in_drive_to=g","#19:1045","d","2","Auvergne-Rhône-Alpes","Rhône","FR","50 Av. du Point du Jour, 69005 Lyon, France","null","[""#96:1308""]","null","45.7566359","Lyon","4.799367000000001","ChIJTQqmZZrr9EcROJMGO4Tidqo","69005","Av. du Point du Jour","50-av-du-point-du-jour-69005-lyon-france","50"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#19:1046","d","2","Auvergne-Rhône-Alpes","Rhône","FR","5 Rue des Entrepôts, 69290 Grézieu-la-Varenne, France","[""#93:1312""]","null","[""#77:641""]","45.7477062","Grézieu-la-Varenne","4.6897022","ChIJV0LGsA3y9EcRHOM89TckD5s","69290","Rue des Entrepôts","5-rue-des-entrepots-69290-grezieu-la-varenne-france","5"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#19:1047","d","2","Auvergne-Rhône-Alpes","Rhône","FR","27 Rue de Cuzieu, 69110 Sainte-Foy-lès-Lyon, France","[""#93:1313""]","null","[""#77:889""]","45.7323106","Sainte-Foy-lès-Lyon","4.7814123","ChIJeaT0V__r9EcRXQCo_QKUaWc","69110","Rue de Cuzieu","27-rue-de-cuzieu-69110-sainte-foy-les-lyon-france","27"
"Address","in_has_address=g,in_drive_from=g,latitude=d,longitude=d","#19:1048","d","1","Auvergne-Rhône-Alpes","Rhône","FR","62 Rue Général de Gaulle, 69530 Brignais, France","[]","null","[]","45.6744411","Brignais","4.755012","ChIJrVfdKD_v9EcRvK-1DUDxzy8","69530","Rue Général de Gaulle","62-rue-general-de-gaulle-69530-brignais-france","62"
"Address","latitude=d,longitude=d,in_drive_to=g","#19:1049","d","2","Auvergne-Rhône-Alpes","Rhône","FR","5 Pl. Carnot, 69002 Lyon, France","null","[""#97:587""]","null","45.7516283","Lyon","4.8285494","ChIJiWg5w0zq9EcRylq8STnf2JM","69002","Pl. Carnot","5-pl-carnot-69002-lyon-france","5"
"Address","in_drive_from=g,in_has_address=g,latitude=d,longitude=d","#19:1050","d","2","Auvergne-Rhône-Alpes","Rhône","FR","914 Rte de Lyon, 69390 Vernaison, France","[""#90:954"",""#91:995"",""#93:1052"",""#93:1064"",""#91:1429""]","null","[""#77:645"",""#76:426""]","45.6541199","Vernaison","4.816095499999999","ChIJ_9J8y37o9EcR4TITDy3YTsA","69390","Rte de Lyon","914-rte-de-lyon-69390-vernaison-france","914"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#19:1051","d","2","Auvergne-Rhône-Alpes","Rhône","FR","35 Av. des Belges, 69230 Saint-Genis-Laval, France","[""#92:596""]","null","[""#74:400""]","45.68919399999999","Saint-Genis-Laval","4.799138999999998","ChIJbYqT3uHo9EcRe2mDeiCjTpw","69230","Av. des Belges","35-av-des-belges-69230-saint-genis-laval-france","35"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#19:1052","d","2","Auvergne-Rhône-Alpes","Rhône","FR","9 D25, 69510 Thurins, France","[""#93:1320""]","null","[""#77:400""]","45.6821741","Thurins","4.6432375","Ehw5IEQyNSwgNjk1MTAgVGh1cmlucywgRnJhbmNlIlASTgo0CjIJzZ4pZ_bw9EcR4ciLCBiGW0AaHgsQ7sHuoQEaFAoSCek0VpBY8PRHETB65EEuqwgcDBAJKhQKEgknJLEP2fD0RxGWy_wA94Q19g","69510","D25","9-d25-69510-thurins-france","9"
"Address","in_has_address=g,latitude=d,longitude=d,in_drive_from=g","#19:1053","d","2","Auvergne-Rhône-Alpes","Rhône","FR","Rte de Grevilly, 69490 Saint-Forgeux, France","[""#90:958""]","null","[""#75:895""]","45.87038829999999","Saint-Forgeux","4.4686562","EixSdGUgZGUgR3JldmlsbHksIDY5NDkwIFNhaW50LUZvcmdldXgsIEZyYW5jZSIuKiwKFAoSCZkAucI2YfRHEecAcDjDEkHFEhQKEgn3M8CYJmH0RxFRvX8zEOy3hQ","69490","Rte de Grevilly","rte-de-grevilly-69490-saint-forgeux-france","null"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#19:1054","d","2","Auvergne-Rhône-Alpes","Rhône","FR","32 Mnt de l'Église, 69440 Taluyers, France","[""#90:1324""]","null","[""#77:895""]","45.6411793","Taluyers","4.7228962","ChIJYdflGnbl9EcR9E-qmJ2aLkU","69440","Mnt de l'Église","32-mnt-de-leglise-69440-taluyers-france","32"
"Address","latitude=d,longitude=d,in_has_address=g,in_drive_from=g","#19:1055","d","2","Auvergne-Rhône-Alpes","Rhône","FR","2 Rue du Monument, 69670 Vaugneray, France","[""#93:1325""]","null","[""#74:403""]","45.737637","Vaugneray","4.662645899999999","ChIJdQMLzSjy9EcRF_Aduep2XYM","69670","Rue du Monument","2-rue-du-monument-69670-vaugneray-france","2"
"Address","in_drive_to=g,latitude=d,longitude=d","#19:1056","d","1","Auvergne-Rhône-Alpes","Rhône","FR","Unnamed Road, 69230, 69230 Saint-Genis-Laval, France","null","[]","null","45.7003531","Saint-Genis-Laval","4.8058121","ChIJjR3MJP_p9EcR1zYS11w3bU0","69230","null","unnamed-road-69230-69230-saint-genis-laval-france","null"
